movie_id,Movie_name,tags
271110,Captain America: Civil War,anthonyrusso joerusso adventure action sciencefiction steverogers/captainamerica tonystark/ironman natasharomanoff/blackwidow civil war war marvel comic sequel superhero based on comic book imax aftercreditsstinger duringcreditsstinger marvel cinematic universe 3d
44833,Battleship,peterberg thriller action adventure sciencefiction lieutenantalexhopper commanderstonehopper pettyofficercora'weps'raikes fight u.s. navy mind reading hong kong soccer scientist fictional war naval armada battleship naval combat jds myoko lost communication taser buoy communications expert joint chiefs of staff crash landing jet fighter pilot navy lieutenant permission to marry uss john paul jones based on board game aftercreditsstinger mighty mo uss missouri
135397,Jurassic World,colintrevorrow action adventure sciencefiction thriller owengrady clairedearing simonmasrani monster dna tyrannosaurus rex velociraptor island sequel suspense disaster escape dinosaur amusement park animal attack theme park jurassic park 3d animal horror
37724,Skyfall,sammendes action adventure thriller jamesbond m silva spy secret agent sociopath killer art gallery british secret service istanbul turkey imax uzi booby trap impersonating a police officer macao
558,Spider-Man 2,samraimi action adventure fantasy peterparker/spider-man maryjanewatson harryosborn dual identity love of one's life pizza boy marvel comic sequel superhero doctor scientist tentacle death super villain
68721,Iron Man 3,"shaneblack action adventure sciencefiction tonystark/ironman virginia""pepper""potts coloneljames""rhodey""rhodes terrorist war on terror tennessee malibu marvel comic superhero based on comic book tony stark iron man aftercreditsstinger marvel cinematic universe mandarin 3d war machine iron patriot extremis"
12155,Alice in Wonderland,timburton family fantasy adventure alicekingsleigh themadhatter thewhitequeen based on novel fictional place queen fantasy alice in wonderland fantasy world 3d
36668,X-Men: The Last Stand,brettratner adventure action sciencefiction thriller logan/wolverine ororomunroe/storm ericlehnsherr/magneto mutant marvel comic based on comic book superhuman beast cyclops aftercreditsstinger
62211,Monsters University,"danscanlon animation family michael""mike""wazowski(voice) jamesp.""sulley""sullivan(voice) randallboggs(voice) monster dormitory games animation best friend university scary aftercreditsstinger"
8373,Transformers: Revenge of the Fallen,michaelbay sciencefiction action adventure samwitwicky mikaelabanes captainlennox egypt sun chaos symbol artifact transformers tank robot imax duringcreditsstinger
91314,Transformers: Age of Extinction,michaelbay sciencefiction action adventure cadeyeager joshua haroldattinger sequel alien transformers giant robot robot imax transforming robot
68728,Oz: The Great and Powerful,samraimi fantasy adventure family oz theodora evanora circus witch magic hope illusion lost magic trick wizard 3d
102382,The Amazing Spider-Man 2,marcwebb action adventure fantasy peterparker/spider-man gwenstacy maxdillon/electro obsession marvel comic sequel based on comic book electrocution medical experiment electricity super powers
20526,TRON: Legacy,josephkosinski adventure action sciencefiction samflynn kevinflynn/clu quorra artificial intelligence secret identity computer program dystopia computer deception duel motorcycle neon light autocracy
49013,Cars 2,johnlasseter bradlewis animation family adventure comedy lightningmcqueen(voice) mater(voice) finnmcmissile(voice) car race sequel comedy anthropomorphism best friend duringcreditsstinger
44912,Green Lantern,martincampbell adventure action thriller sciencefiction haljordan/greenlantern carolferris hectorhammond dc comics transformation superhero alien alien infection magical object protector super powers origin 3d
10193,Toy Story 3,leeunkrich animation family comedy woody(voice) buzzlightyear(voice) lotso(voice) hostage college toy barbie animation escape day care teddy bear duringcreditsstinger toy comes to life personification inanimate objects coming to life toy story
534,Terminator Salvation,mcg action sciencefiction thriller johnconnor marcuswright kylereese saving the world artificial intelligence prophecy san francisco cyborg killer robot gas station post-apocalyptic dystopia army firearm wartime los angeles
168259,Furious 7,jameswan action dominictoretto briano'conner hobbs car race speed revenge suspense car race muscle car
72190,World War Z,marcforster action drama horror sciencefiction thriller gerrylane karenlane rachellane dystopia apocalypse zombie nuclear weapons multiple perspectives zombie apocalypse
127585,X-Men: Days of Future Past,bryansinger action adventure fantasy sciencefiction logan/wolverine charlesxavier/professorx(young) eriklehnsherr/magneto(young) 1970s mutant time travel marvel comic based on comic book superhuman storm beast aftercreditsstinger changing the past or future
54138,Star Trek Into Darkness,j.j.abrams action adventure sciencefiction jamest.kirk spock nyotauhura spacecraft friendship sequel futuristic space alien imax space opera terrorist bombing 3d
81005,Jack the Giant Slayer,bryansinger action family fantasy jack princessisabelle elmont based on fairy tale giant
64682,The Great Gatsby,bazluhrmann drama romance jaygatsby nickcarraway daisybuchanan based on novel infidelity obsession hope 3d
9543,Prince of Persia: The Sands of Time,mikenewell adventure fantasy action romance princedastan tamina nizam persia sandstorm brother against brother armageddon regent based on video game
68726,Pacific Rim,guillermodeltoro action sciencefiction adventure stackerpentecost raleighbecket dr.newtongeiszler dystopia giant robot giant monster apocalypse imax duringcreditsstinger 3d
38356,Transformers: Dark of the Moon,michaelbay action sciencefiction adventure samwitwicky brucebrazos jerrywang moon spacecraft traitor bodyguard alien planet based on cartoon transformers giant robot sabotage word domination commando duringcreditsstinger
217,Indiana Jones and the Kingdom of the Crystal Skull,stevenspielberg adventure action indianajones irinaspalko muttwilliams saving the world riddle whip treasure mexico city leather jacket machinegun alien phenomenons maya civilization peru treasure hunt nuclear explosion refrigerator archaeologist indiana jones archeology 
105864,The Good Dinosaur,petersohn adventure animation family arlo(voice) spot(voice) poppa(voice) tyrannosaurus rex friends alternate history dinosaur fear storm nature human journey
62177,Brave,brendachapman markandrews stevepurcell animation adventure comedy family action fantasy mérida(voice) thewitch(voice) kingfergus(voice) scotland rebel bravery kingdom archer wish bear scot rebellious daughter turns into animal archery ruins aftercreditsstinger peace offering woman director courage 3d
188927,Star Trek Beyond,justinlin action adventure sciencefiction jamest.kirk spock dr.leonard'bones'mccoy sequel stranded hatred space opera
10681,WALL·E,andrewstanton animation family wall·e/m-o(voice) eve(voice) captain(voice) romantic comedy
5174,Rush Hour 3,brettratner action comedy crime thriller det.jamescarter chiefinsp.lee kenji ambassador
14161,2012,rolandemmerich action adventure sciencefiction jacksoncurtis katecurtis adrianhelmsley civilization natural disaster end of the world disaster apocalypse destruction volcanic eruption mayan ark solar destruction  of mankind
17979,A Christmas Carol,"robertzemeckis animation drama tinytim,bobcratchit,marley ebenezerscrooge,ghostofchristmaspast,ghostofchristmaspresent,ghostofchristmasyettocome funeraryundertaker/topper holiday based on novel victorian england money christmas eve scrooge christmas carol ghost lesson charles dickens christmas"
76757,Jupiter Ascending,lillywachowski lanawachowski sciencefiction fantasy action adventure jupiterjones cainewise stingerapini jupiter space woman director 3d interspecies romance
258489,The Legend of Tarzan,davidyates action adventure johnclayton/tarzan janeporter captainleonrom africa feral child tarzan jungle animal attack
411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",andrewadamson adventure family fantasy peterpevensie susanpevensie edmundpevensie saving the world witch based on novel brother sister relationship self sacrifice winter cupboard beaver lion fairy-tale figure battle narnia fantasy world duringcreditsstinger
246655,X-Men: Apocalypse,bryansinger sciencefiction professorcharlesxavier eriklehnsherr/magneto ravendarkholme/mystique mutant supernatural powers marvel comic superhero based on comic book superhuman apocalypse superhero team world domination aftercreditsstinger 1980s
155,The Dark Knight,christophernolan drama action crime thriller brucewayne joker harveydent dc comics crime fighter secret identity scarecrow sadism chaos gotham city vigilante joker superhero based on comic book tragic hero organized crime criminal mastermind district attorney imax super villain super powers batman
14160,Up,petedocter animation comedy family adventure carlfredricksen(voice) charlesmuntz(voice) russell(voice) age difference central and south america balloon animation floating in the air duringcreditsstinger exploring
15512,Monsters vs Aliens,conradvernon robletterman animation family adventure sciencefiction b.o.b.(voice) susanmurphy/ginormica(voice) dr.cockroachph.d.(voice) alien giant robot duringcreditsstinger
1726,Iron Man,"jonfavreau action sciencefiction adventure tonystark/ironman lt.col.james""rhodey""rhodes/warmachine obadiahstane/ironmonger middle east arms dealer malibu marvel comic superhero based on comic book tony stark iron man aftercreditsstinger marvel cinematic universe counter terrorism agent coulson"
44826,Hugo,martinscorsese adventure drama family georgesméliès thestationinspector hugocabret library clock film director key toy boy love orphan robot automaton hiding filmmaking leg brace doberman 3d
8487,Wild Wild West,barrysonnenfeld action adventure comedy sciencefiction western capt.jameswest u.s.marshalartemusgordon dr.arlissloveless steampunk based on tv series steam locomotive drag
1735,The Mummy: Tomb of the Dragon Emperor,robcohen adventure action fantasy richardo'connell emperorhan jonathancarnahan
297761,Suicide Squad,davidayer action adventure crime fantasy sciencefiction floydlawton/deadshot harleenquinzel/harleyquinn rickflag dc comics shared universe anti hero secret mission villain superhero supervillain dc extended universe
2698,Evan Almighty,tomshadyac fantasy comedy family evanbaxter joanbaxter congressmanlong father son relationship daily life married couple support father marriage faith baustelle rescue animal nature duringcreditsstinger noah's ark
137113,Edge of Tomorrow,"dougliman action sciencefiction maj.william""bill""cage sgt.ritavrataski generalbrigham deja vu time warp restart dystopia war alien military officer soldier alien invasion exoskeleton"
9804,Waterworld,kevinreynolds adventure action mariner drifter gatesman ocean tattoo mutant water dystopia doomsday
14869,G.I. Joe: The Rise of Cobra,stephensommers adventure action thriller sciencefiction generalhawk duke ripcord terrorist secret hostage technology warhead government president revenge murder attack explosion scientist lasers evil cobra
150540,Inside Out,petedocter drama comedy animation family joy(voice) sadness(voice) bingbong(voice) dream cartoon imaginary friend animation family moving kids unicorn duringcreditsstinger 3d emotions
278927,The Jungle Book,jonfavreau family adventure drama fantasy mowgli baloo(voice) bagheera(voice) based on novel snake wolf elephant tiger feral child panther remake bear jungle talking animal orphan animal talking to animals
10138,Iron Man 2,"jonfavreau adventure action sciencefiction tonystark/ironman virginia""pepper""potts lt.col.james""rhodey""rhodes/warmachine malibu marvel comic superhero based on comic book revenge aftercreditsstinger marvel cinematic universe"
58595,Snow White and the Huntsman,rupertsanders adventure fantasy drama snowwhite queenravenna thehuntsman queen magic fairy tale immortality forest deception woman eternal youth snow white evil queen evil stepmother imprisoned sorceress
102651,Maleficent,robertstromberg fantasy adventure action family romance maleficent princessaurora stefan fairy tale villain sleeping beauty dark fantasy based on fairy tale adaptation retelling literary adaptation 3d
119450,Dawn of the Planet of the Apes,mattreeves sciencefiction action drama thriller caesar malcolm dreyfus leader colony post-apocalyptic dystopia forest sequel woods ape scientist monkey medical research animal attack plague 3d
79698,The Lovers,rolandjoffé action adventure sciencefiction romance jamesstewart/jayfennel claracoldstream laurafennel
64686,47 Ronin,carlrinsch drama action adventure fantasy kai kuranosukeôishi mika japan suicide samurai based on true story samurai sword ronin shogun half breed 3d
100402,Captain America: The Winter Soldier,anthonyrusso joerusso action adventure sciencefiction steverogers/captainamerica nickfury natasharomanoff/blackwidow washington d.c. future shield marvel comic superhero based on comic book captain america aftercreditsstinger duringcreditsstinger marvel cinematic universe 3d political thriller
10192,Shrek Forever After,mikemitchell comedy adventure fantasy animation family shrek(voice) donkey(voice) princessfiona(voice) ogre 3d
158852,Tomorrowland,bradbird adventure family mystery sciencefiction caseynewton frankwalker athena inventor apocalypse destiny imax dreamer futuristic car futuristic city
177572,Big Hero 6,chriswilliams donhall adventure family animation action comedy baymax(voice) hirohamada(voice) tadashihamada(voice) brother brother relationship hero talent revenge best friend another dimension robot boy genius hate aftercreditsstinger moral dilemma 3d teen superheroes dead brother
82690,Wreck-It Ralph,richmoore family animation comedy adventure wreck-itralph(voice) vanellopevonschweetz(voice) fix-itfelix(voice) support group product placement bullying racing arcade medal self esteem curiosity precocious child aftercreditsstinger duringcreditsstinger first person shooter glitch carefree video gamer q*bert interrupted wedding social reject
5255,The Polar Express,robertzemeckis adventure animation family fantasy heroboy/father/conductor/hobo/scrooge/santaclaus(voice) smokey/steamer(voice) herogirl(voice) santa claus nerd faith gift bell beard north pole chute trestle ticket christmas
47933,Independence Day: Resurgence,rolandemmerich action adventure sciencefiction jakemorrison davidlevinson presidentwhitmore alternate history alien invasion
10191,How to Train Your Dragon,chrissanders deandeblois fantasy adventure animation family hiccup stoick gobber flying blacksmith arena island night ship training village forest viking friendship ignorance flight nest dragon battle combat well warrior
296,Terminator 3: Rise of the Machines,jonathanmostow action thriller sciencefiction theterminator johnconnor katebrewster saving the world artificial intelligence man vs machine cyborg killer robot sun glasses leather jacket nanotechnology rocket launcher firemen veterinarian fire engine dystopia psychiatrist
118340,Guardians of the Galaxy,jamesgunn action sciencefiction adventure peterquill/star-lord gamora draxthedestroyer marvel comic spaceship space outer space orphan adventurer aftercreditsstinger duringcreditsstinger marvel cinematic universe
157336,Interstellar,christophernolan adventure drama sciencefiction josephcooper murphcooper dr.ameliabrand saving the world artificial intelligence father son relationship single parent nasa expedition wormhole space travel famine black hole dystopia race against time quantum mechanics spaceship space rescue family relationships farmhouse robot astronaut scientist father daughter relationship single father farmer space station imax astrophysics zero gravity courage time paradox relativity
27205,Inception,christophernolan action thriller sciencefiction mystery adventure domcobb arthur ariadne loss of lover dream kidnapping sleep subconsciousness heist redemption female hero
315011,Shin Godzilla,hideakianno shinjihiguchi action adventure drama horror sciencefiction randoyaguchi:deputychiefcabinetsecretary hidekiakasaka:specialadvisortotheprimeminister(nationalsecurity) kayokoannpatterson:usspecialenvoy monster godzilla giant monster destruction kaiju toyko
49051,The Hobbit: An Unexpected Journey,peterjackson adventure fantasy action gandalf bilbo thorin riddle elves dwarves orcs middle-earth (tolkien) hobbit mountains wizard journey ring goblin courage giant tunnel underground lake buried treasure climbing a tree invisibility ancient gnomes
9799,The Fast and the Furious,robcohen action crime thriller briano'conner dominictoretto lettyortiz street gang car race undercover auto-tuning los angeles car automobile racing aftercreditsstinger duringcreditsstinger
4922,The Curious Case of Benjamin Button,davidfincher fantasy drama thriller mystery romance daisy benjaminbutton elizabethabbott diary navy funeral tea travel hospital
49538,X-Men: First Class,matthewvaughn action sciencefiction adventure charlesxavier/professorx eriklehnsherr/magneto ravendarkholme/mystique cia mutant mine marvel comic superhero based on comic book superhuman historical fiction nuclear war cuban missile crisis world war iii 1960s
131634,The Hunger Games: Mockingjay - Part 2,francislawrence action adventure sciencefiction katnisseverdeen peetamellark galehawthorne revolution strong woman dystopia game of death 3d based on young adult novel
27022,The Sorcerer's Apprentice,jonturteltaub fantasy adventure action comedy drama balthazarblake davestutler veronicagorloisen witch fire wolf fountain magic book castle water apprentice training merlin love mission sorcerer dragon aftercreditsstinger apprendista morgana
503,Poseidon,wolfgangpetersen adventure action drama thriller robertramsey richardnelson dylanjohns new year's eve fire drowning cataclysm loss of father atlantic ocean ball self-abandonment shipwreck giant wave blackout ship daughter single escape capsized ship
241259,Alice Through the Looking Glass,jamesbobin fantasy madhatter alicekingsleigh whitequeen based on novel clock queen sequel alice in wonderland dark fantasy mad hatter 3d
810,Shrek the Third,chrismiller ramanhui fantasy adventure animation comedy family shrek(voice) donkey(voice) princessfiona(voice) ambush sadness stage liberation of prisoners island traitor shipwreck prince ship donkey kingdom theatre play transformation conciliation tricks heir to the throne assault boarding school coup d'etat teacher best friend dragon cowardliness pregnancy capture duringcreditsstinger
68735,Warcraft,duncanjones action adventure fantasy garonahalforcen anduinlothar medivh video game elves orcs magic chase based on comic book sorcerer fictional war based on video game wizard fictional language muscles orc sword and sorcery
87101,Terminator Genisys,alantaylor sciencefiction action thriller adventure theterminator johnconnor sarahconnor saving the world artificial intelligence cyborg killer robot future time travel dystopia sequel fiction duringcreditsstinger 3d
10140,The Chronicles of Narnia: The Voyage of the Dawn Treader,michaelapted adventure family fantasy edmundprevensie lucypevensie reepicheep(voice) based on novel magic good vs evil king narnia fantasy world knife held to throat snowing quest
676,Pearl Harbor,michaelbay history romance war capt.rafemccawley capt.dannywalker nurselt.evelynjohnson nurse patriotism hawaii world war ii pilot pearl harbor u.s. air force airplane war army love pin-up
1858,Transformers,michaelbay adventure sciencefiction action samwitwicky captainlennox mikaelabanes destroy transformation alien based on toy transformers robot duringcreditsstinger teenage hero
1966,Alexander,oliverstone war history action adventure drama romance alexander olympias philip aristotle egypt greece persia elephant campaign alexander the great homosexuality gay relationship ancient world
675,Harry Potter and the Order of the Phoenix,davidyates adventure fantasy family mystery harrypotter ronweasley hermionegranger prophecy witch loss of lover magic cutting the cord child hero dying and death broom sorcerer's apprentice school of witchcraft black magic death of a friend sorcery occultism
674,Harry Potter and the Goblet of Fire,mikenewell adventure fantasy family harrypotter ronweasley hermionegranger magic dying and death broom sorcerer's apprentice school of witchcraft chosen one black magic boarding school vision tournament teenager wizard teenage hero based on young adult novel
8960,Hancock,peterberg fantasy action johnhancock maryembrey rayembrey flying alcohol love of one's life forbidden love lovers affection advertising expert alcoholism invulnerability superhero pokies duringcreditsstinger
6479,I Am Legend,francislawrence drama horror action thriller sciencefiction robertneville annamontez ethan saving the world lost civilisation post-apocalyptic dystopia matter of life and death alone helplessness virus pandemic
118,Charlie and the Chocolate Factory,timburton adventure comedy family fantasy willywonka charliebucket grandpajoe london england father son relationship chocolate factory worker based on novel parents kids relationship candy overweight child grandfather grandson relationship teacher
2062,Ratatouille,janpinkava bradbird animation comedy family fantasy remy(voice) skinner(voice) linguini(voice) paris brother brother relationship expensive restaurant river cook mouse confidence roof window leaving one's family work restaurant critic kitchen spice court cookbook family chef rat
272,Batman Begins,christophernolan action crime drama brucewayne/batman alfredpennyworth henriducard himalaya martial arts dc comics crime fighter secret identity undercover hero loss of father society gotham city vigilante superhero based on comic book rivalry tragic hero ninja good vs evil crime super powers haunted by the past evil doctor escapade master villain fighting crime unfulfillment love and romance unfulfilled love
10527,Madagascar: Escape 2 Africa,ericdarnell tommcgrath family animation alex(voice) gloria(voice) melman(voice) africa jealousy dance hunger lion zoo hippopotamus chimp penguin volcano madagascar airplane zebra sequel shark imax duringcreditsstinger
18360,Night at the Museum: Battle of the Smithsonian,shawnlevy adventure fantasy action comedy family larrydaley ameliaearhart jedediahsmith museum theodore roosevelt duringcreditsstinger amelia earhart smithsonian
2080,X-Men Origins: Wolverine,gavinhood adventure action thriller sciencefiction logan/wolverine/weaponx victorcreed/sabretooth stryker corruption mutant boxer army marvel comic superhero aftercreditsstinger duringcreditsstinger
605,The Matrix Revolutions,"lillywachowski lanawachowski adventure action thriller sciencefiction thomas""neo""anderson morpheus trinity saving the world artificial intelligence man vs machine flying philosophy fortune teller kung fu underground world killer robot temple subway dream sun hero fight sunlight computer virus key future precognition super computer machine town ying yang dying and death virtual reality dystopia computer faith world religion truth rescue mission cyberpunk woman director yin yang gnosticism"
109445,Frozen,chrisbuck jenniferlee animation adventure family anna(voice) elsa(voice) kristoff(voice) queen musical princess betrayal snowman animation reindeer curse snow troll mountain climber aftercreditsstinger woman director 3d
604,The Matrix Reloaded,"lillywachowski lanawachowski adventure action thriller sciencefiction thomas""neo""anderson trinity morpheus saving the world artificial intelligence man vs machine martial arts kung fu underground world dream hero fight computer virus key future plato precognition rave dying and death virtual reality dystopia computer faith world religion truth mission cyberpunk woman director gnosticism"
76338,Thor: The Dark World,alantaylor action adventure fantasy thor janefoster loki marvel comic superhero based on comic book hostile takeover norse mythology aftercreditsstinger duringcreditsstinger marvel cinematic universe 3d asgard
76341,Mad Max: Fury Road,georgemiller action adventure sciencefiction thriller maxrockatansky imperatorfuriosa nux future chase post-apocalyptic dystopia australia rescue survival on the run convoy peak oil dark future
13448,Angels & Demons,ronhoward thriller mystery robertlangdon camerlengopatrickmckenna vittoriavetra rome vatican based on novel symbolism christian illuminati quantum mechanics prequel anti matter conspiracy investigator catholicism cern
10195,Thor,kennethbranagh adventure fantasy action thorodinson janefoster loki new mexico banishment shield marvel comic hammer superhero based on comic book redemption norse mythology aftercreditsstinger marvel cinematic universe 3d asgard odin heimdall
13053,Bolt,chriswilliams byronhoward animation family adventure comedy bolt(voice) penny(voice) mittens(voice) hamster kids and family animal cat vs dog duringcreditsstinger dog cat friendship animal lead girl dog relationship
19585,G-Force,hoytyeatman fantasy action adventure family comedy darwintheguineapig(voice) juareztheguineapig(voice) blastertheguineapig(voice) dyr duringcreditsstinger
57165,Wrath of the Titans,jonathanliebesman adventure perseus zeus hades underworld hades mythology greek mythology zeus perseus gods ancient greece based on greek myth ares 3d
62213,Dark Shadows,timburton comedy fantasy barnabascollins elizabethcollinsstoddard dr.juliahoffman witch imprisonment vampire curse fish out of water chains gothic madness old house lost love angry mob 18th century ghost hidden room old mansion
177677,Mission: Impossible - Rogue Nation,christophermcquarrie action adventure thriller ethanhunt ilsafaust benjidunn london england spy austria villain sequel mission conspiracy vienna opera vienna
7978,The Wolfman,joejohnston drama horror thriller lawrencetalbot sirjohntalbot gwenconliffe father son relationship victorian england remake rural setting werewolf
5559,Bee Movie,stevehickner simonj.smith family animation adventure comedy barryb.benson vanessabloome narrator/graduationannouncer(voice) factory worker tennis flower florist flower shop pilot college airplane beehive court aftercreditsstinger
49444,Kung Fu Panda 2,jenniferyuhnelson animation family po(voice) tigress(voice) shifu(voice) martial arts hope fleet panda mission woman director
10196,The Last Airbender,m.nightshyamalan action adventure family fantasy aang katara sokka fire ice war ship prince kingdom water village arrest remake attack avatar air spirit world domination cheering
956,Mission: Impossible III,j.j.abrams adventure action thriller ethanhunt owendavian lutherstickell berlin cia vatican white house secret identity secret explosive mobile phone map traitor mask honeymoon shanghai pretended murder secret mission letter funeral covered investigation to shoot dead secret agent video stamp hard drive e-mail decipherment suitcase computer revenge murder mission hospital duel disguise celebration good and bad research laboratory blast
117251,White House Down,rolandemmerich action drama thriller cale presidentjamessawyer emily usa president conspiracy secret service the white house
50321,Mars Needs Moms,simonwells adventure animation family milo(voice) mom(voice) gribble(voice) boy alien rescue martian alien abduction alien invasion based on children's book duringcreditsstinger
11619,Flushed Away,davidbowers samfell adventure animation comedy family roddy rita thetoad london england underworld return ship frog girlfriend rubin
266647,Pan,joewright adventure family fantasy peterpan jameshook blackbeard flying magic fairy tale peter pan mermaid pirate fantasy world
82703,Mr. Peabody & Sherman,robminkoff animation adventure family mr.peabody(voice) sherman(voice) pennypeterson(voice) father son relationship egypt intelligence adoption time travel boy child prodigy friendship growing up children talking animal talking dog dog first love ancient egypt time traveler duringcreditsstinger new school george washington gags trouble time paradox prodigy
652,Troy,wolfgangpetersen adventure drama war achilles paris hector brother brother relationship adultery mythology beauty trojan war bravery wall fraud hostility epic sword fight battlefield ancient world pyre ancient greece trojan horse trojan bronze age sparta greece helen of troy homer's iliad
80321,Madagascar 3: Europe's Most Wanted,conradvernon ericdarnell tommcgrath animation family alex(voice) kingjulienxiii(voice) melman(voice) madagascar 3d
36669,Die Another Day,leetamahori adventure action thriller jamesbond jinxjohnson mirandafrost laser british secret service secret service agent space based weapon
43074,Ghostbusters,paulfeig action fantasy comedy abbyyates eringilbert jillianholtzmann female friendship ghost hunting reboot ghost
95,Armageddon,"michaelbay action thriller sciencefiction adventure harrys.stamper dantruman,nasaadministrator a.j.frost saving the world paris moon cataclysm asteroid self sacrifice nasa space marine loss of father daughter space wedding astronaut eiffel tower paris duringcreditsstinger disaster movie space centre"
608,Men in Black II,"barrysonnenfeld action adventure comedy sciencefiction kevinbrown,agentkay agentjay zed saving the world secret identity sun glasses undercover space marine illegal immigration deportation new identity flying saucer light firearm alien fictional government agency"
2310,Beowulf,robertzemeckis adventure action animation beowulf/goldenman/dragon grendel'smother hrothgar denmark nordic mythology lie pride and vanity folk hero human weakness viking alienation festival hall sin royalty curse battle ancient world adult animation motion capture
